id time conc struct energy
2 0.3000023901 0.011382 ....((((....))))  -3.30
1 0.3000023901 0.98862 ................   0.00
2 0.3000024379 0.011609 ....((((....))))  -3.30
1 0.3000024379 0.98839 ................   0.00
2 0.3000024866 0.011839 ....((((....))))  -3.30
1 0.3000024866 0.98816 ................   0.00
2 0.3000025363 0.012075 ....((((....))))  -3.30
1 0.3000025363 0.98793 ................   0.00
2 0.3000025871 0.012315 ....((((....))))  -3.30
1 0.3000025871 0.98769 ................   0.00
2 0.3000026388 0.01256 ....((((....))))  -3.30
1 0.3000026388 0.98744 ................   0.00
2 0.3000026916 0.012809 ....((((....))))  -3.30
1 0.3000026916 0.98719 ................   0.00
2 0.3000027454 0.013064 ....((((....))))  -3.30
1 0.3000027454 0.98694 ................   0.00
2 0.3000028003 0.013323 ....((((....))))  -3.30
1 0.3000028003 0.98668 ................   0.00
2 0.3000028563 0.013588 ....((((....))))  -3.30
1 0.3000028563 0.98641 ................   0.00
2 0.3000029135 0.013858 ....((((....))))  -3.30
1 0.3000029135 0.98614 ................   0.00
2 0.3000029717 0.014133 ....((((....))))  -3.30
1 0.3000029717 0.98587 ................   0.00
2 0.3000030312 0.014413 ....((((....))))  -3.30
1 0.3000030312 0.98559 ................   0.00
2 0.3000030918 0.0147 ....((((....))))  -3.30
1 0.3000030918 0.9853 ................   0.00
2 0.3000031536 0.014991 ....((((....))))  -3.30
1 0.3000031536 0.98501 ................   0.00
2 0.3000032167 0.015289 ....((((....))))  -3.30
1 0.3000032167 0.98471 ................   0.00
2 0.300003281 0.015592 ....((((....))))  -3.30
1 0.300003281 0.98441 ................   0.00
2 0.3000033467 0.015901 ....((((....))))  -3.30
1 0.3000033467 0.9841 ................   0.00
2 0.3000034136 0.016217 ....((((....))))  -3.30
1 0.3000034136 0.98378 ................   0.00
2 0.3000034819 0.016539 ....((((....))))  -3.30
1 0.3000034819 0.98346 ................   0.00
2 0.3000035515 0.016866 ....((((....))))  -3.30
1 0.3000035515 0.98313 ................   0.00
2 0.3000036225 0.017201 ....((((....))))  -3.30
1 0.3000036225 0.9828 ................   0.00
2 0.300003695 0.017542 ....((((....))))  -3.30
1 0.300003695 0.98246 ................   0.00
2 0.3000037689 0.01789 ....((((....))))  -3.30
1 0.3000037689 0.98211 ................   0.00
2 0.3000038443 0.018244 ....((((....))))  -3.30
1 0.3000038443 0.98176 ................   0.00
2 0.3000039211 0.018605 ....((((....))))  -3.30
1 0.3000039211 0.98139 ................   0.00
2 0.3000039996 0.018974 ....((((....))))  -3.30
1 0.3000039996 0.98103 ................   0.00
2 0.3000040795 0.01935 ....((((....))))  -3.30
1 0.3000040795 0.98065 ................   0.00
2 0.3000041611 0.019733 ....((((....))))  -3.30
1 0.3000041611 0.98027 ................   0.00
2 0.3000042444 0.020124 ....((((....))))  -3.30
1 0.3000042444 0.97988 ................   0.00
2 0.3000043293 0.020522 ....((((....))))  -3.30
1 0.3000043293 0.97948 ................   0.00
2 0.3000044158 0.020928 ....((((....))))  -3.30
1 0.3000044158 0.97907 ................   0.00
2 0.3000045042 0.021342 ....((((....))))  -3.30
1 0.3000045042 0.97866 ................   0.00
2 0.3000045942 0.021764 ....((((....))))  -3.30
1 0.3000045942 0.97824 ................   0.00
2 0.3000046861 0.022195 ....((((....))))  -3.30
1 0.3000046861 0.97781 ................   0.00
2 0.3000047798 0.022633 ....((((....))))  -3.30
1 0.3000047798 0.97737 ................   0.00
2 0.3000048754 0.023081 ....((((....))))  -3.30
1 0.3000048754 0.97692 ................   0.00
2 0.3000049729 0.023537 ....((((....))))  -3.30
1 0.3000049729 0.97646 ................   0.00
2 0.3000050724 0.024002 ....((((....))))  -3.30
1 0.3000050724 0.976 ................   0.00
2 0.3000051739 0.024476 ....((((....))))  -3.30
1 0.3000051739 0.97552 ................   0.00
2 0.3000052773 0.024959 ....((((....))))  -3.30
1 0.3000052773 0.97504 ................   0.00
2 0.3000053829 0.025452 ....((((....))))  -3.30
1 0.3000053829 0.97455 ................   0.00
2 0.3000054905 0.025954 ....((((....))))  -3.30
1 0.3000054905 0.97405 ................   0.00
2 0.3000056003 0.026466 ....((((....))))  -3.30
1 0.3000056003 0.97353 ................   0.00
2 0.3000057124 0.026989 ....((((....))))  -3.30
1 0.3000057124 0.97301 ................   0.00
2 0.3000058266 0.027521 ....((((....))))  -3.30
1 0.3000058266 0.97248 ................   0.00
2 0.3000059431 0.028063 ....((((....))))  -3.30
1 0.3000059431 0.97194 ................   0.00
2 0.300006062 0.028616 ....((((....))))  -3.30
1 0.300006062 0.97138 ................   0.00
2 0.3000061832 0.02918 ....((((....))))  -3.30
1 0.3000061832 0.97082 ................   0.00
2 0.3000063069 0.029755 ....((((....))))  -3.30
1 0.3000063069 0.97024 ................   0.00
2 0.300006433 0.030341 ....((((....))))  -3.30
1 0.300006433 0.96966 ................   0.00
2 0.3000065617 0.030938 ....((((....))))  -3.30
1 0.3000065617 0.96906 ................   0.00
2 0.3000066929 0.031547 ....((((....))))  -3.30
1 0.3000066929 0.96845 ................   0.00
2 0.3000068268 0.032168 ....((((....))))  -3.30
1 0.3000068268 0.96783 ................   0.00
2 0.3000069633 0.0328 ....((((....))))  -3.30
1 0.3000069633 0.9672 ................   0.00
2 0.3000071026 0.033445 ....((((....))))  -3.30
1 0.3000071026 0.96655 ................   0.00
2 0.3000072446 0.034103 ....((((....))))  -3.30
1 0.3000072446 0.9659 ................   0.00
2 0.3000073895 0.034773 ....((((....))))  -3.30
1 0.3000073895 0.96523 ................   0.00
2 0.3000075373 0.035456 ....((((....))))  -3.30
1 0.3000075373 0.96454 ................   0.00
2 0.3000076881 0.036152 ....((((....))))  -3.30
1 0.3000076881 0.96385 ................   0.00
2 0.3000078418 0.036861 ....((((....))))  -3.30
1 0.3000078418 0.96314 ................   0.00
2 0.3000079987 0.037584 ....((((....))))  -3.30
1 0.3000079987 0.96242 ................   0.00
2 0.3000081586 0.038321 ....((((....))))  -3.30
1 0.3000081586 0.96168 ................   0.00
2 0.3000083218 0.039072 ....((((....))))  -3.30
1 0.3000083218 0.96093 ................   0.00
2 0.3000084883 0.039838 ....((((....))))  -3.30
1 0.3000084883 0.96016 ................   0.00
2 0.300008658 0.040618 ....((((....))))  -3.30
1 0.300008658 0.95938 ................   0.00
2 0.3000088312 0.041414 ....((((....))))  -3.30
1 0.3000088312 0.95859 ................   0.00
2 0.3000090078 0.042224 ....((((....))))  -3.30
1 0.3000090078 0.95778 ................   0.00
2 0.300009188 0.04305 ....((((....))))  -3.30
1 0.300009188 0.95695 ................   0.00
2 0.3000093717 0.043892 ....((((....))))  -3.30
1 0.3000093717 0.95611 ................   0.00
2 0.3000095592 0.04475 ....((((....))))  -3.30
1 0.3000095592 0.95525 ................   0.00
2 0.3000097503 0.045624 ....((((....))))  -3.30
1 0.3000097503 0.95438 ................   0.00
2 0.3000099453 0.046514 ....((((....))))  -3.30
1 0.3000099453 0.95349 ................   0.00
2 0.300010144 0.047422 ....((((....))))  -3.30
1 0.300010144 0.95258 ................   0.00
2 0.300010347 0.048347 ....((((....))))  -3.30
1 0.300010347 0.95165 ................   0.00
2 0.300010554 0.04929 ....((((....))))  -3.30
1 0.300010554 0.95071 ................   0.00
2 0.300010765 0.05025 ....((((....))))  -3.30
1 0.300010765 0.94975 ................   0.00
2 0.30001098 0.051229 ....((((....))))  -3.30
1 0.30001098 0.94877 ................   0.00
2 0.3000112 0.052226 ....((((....))))  -3.30
1 0.3000112 0.94777 ................   0.00
2 0.300011424 0.053242 ....((((....))))  -3.30
1 0.300011424 0.94676 ................   0.00
2 0.300011653 0.054278 ....((((....))))  -3.30
1 0.300011653 0.94572 ................   0.00
2 0.300011886 0.055332 ....((((....))))  -3.30
1 0.300011886 0.94467 ................   0.00
2 0.300012123 0.056407 ....((((....))))  -3.30
1 0.300012123 0.94359 ................   0.00
2 0.300012366 0.057502 ....((((....))))  -3.30
1 0.300012366 0.9425 ................   0.00
2 0.300012613 0.058618 ....((((....))))  -3.30
1 0.300012613 0.94138 ................   0.00
2 0.300012865 0.059754 ....((((....))))  -3.30
1 0.300012865 0.94025 ................   0.00
2 0.300013123 0.060912 ....((((....))))  -3.30
1 0.300013123 0.93909 ................   0.00
2 0.300013385 0.062091 ....((((....))))  -3.30
1 0.300013385 0.93791 ................   0.00
2 0.300013653 0.063293 ....((((....))))  -3.30
1 0.300013653 0.93671 ................   0.00
2 0.300013926 0.064517 ....((((....))))  -3.30
1 0.300013926 0.93548 ................   0.00
2 0.300014204 0.065763 ....((((....))))  -3.30
1 0.300014204 0.93424 ................   0.00
2 0.300014488 0.067033 ....((((....))))  -3.30
1 0.300014488 0.93297 ................   0.00
2 0.300014778 0.068327 ....((((....))))  -3.30
1 0.300014778 0.93167 ................   0.00
2 0.300015074 0.069644 ....((((....))))  -3.30
1 0.300015074 0.93036 ................   0.00
2 0.300015375 0.070986 ....((((....))))  -3.30
1 0.300015375 0.92901 ................   0.00
2 0.300015683 0.072353 ....((((....))))  -3.30
1 0.300015683 0.92765 ................   0.00
2 0.300015996 0.073745 ....((((....))))  -3.30
1 0.300015996 0.92625 ................   0.00
2 0.300016316 0.075163 ....((((....))))  -3.30
1 0.300016316 0.92484 ................   0.00
2 0.300016643 0.076607 ....((((....))))  -3.30
1 0.300016643 0.92339 ................   0.00
2 0.300016976 0.078077 ....((((....))))  -3.30
1 0.300016976 0.92192 ................   0.00
2 0.300017315 0.079575 ....((((....))))  -3.30
1 0.300017315 0.92043 ................   0.00
2 0.300017661 0.0811 ....((((....))))  -3.30
1 0.300017661 0.9189 ................   0.00
2 0.300018015 0.082652 ....((((....))))  -3.30
1 0.300018015 0.91735 ................   0.00
2 0.300018375 0.084233 ....((((....))))  -3.30
1 0.300018375 0.91577 ................   0.00
2 0.300018742 0.085843 ....((((....))))  -3.30
1 0.300018742 0.91416 ................   0.00
2 0.300019117 0.087482 ....((((....))))  -3.30
1 0.300019117 0.91252 ................   0.00
2 0.3000195 0.089151 ....((((....))))  -3.30
1 0.3000195 0.91085 ................   0.00
2 0.30001989 0.09085 ....((((....))))  -3.30
1 0.30001989 0.90915 ................   0.00
2 0.300020287 0.09258 ....((((....))))  -3.30
1 0.300020287 0.90742 ................   0.00
2 0.300020693 0.094341 ....((((....))))  -3.30
1 0.300020693 0.90566 ................   0.00
2 0.300021107 0.096134 ....((((....))))  -3.30
1 0.300021107 0.90387 ................   0.00
2 0.300021529 0.097959 ....((((....))))  -3.30
1 0.300021529 0.90204 ................   0.00
2 0.30002196 0.099816 ....((((....))))  -3.30
1 0.30002196 0.90018 ................   0.00
2 0.300022399 0.10171 ....((((....))))  -3.30
1 0.300022399 0.89829 ................   0.00
2 0.300022847 0.10363 ....((((....))))  -3.30
1 0.300022847 0.89637 ................   0.00
2 0.300023304 0.10559 ....((((....))))  -3.30
1 0.300023304 0.89441 ................   0.00
2 0.30002377 0.10758 ....((((....))))  -3.30
1 0.30002377 0.89242 ................   0.00
2 0.300024245 0.10961 ....((((....))))  -3.30
1 0.300024245 0.89039 ................   0.00
2 0.30002473 0.11168 ....((((....))))  -3.30
1 0.30002473 0.88832 ................   0.00
2 0.300025225 0.11378 ....((((....))))  -3.30
1 0.300025225 0.88622 ................   0.00
2 0.300025729 0.11591 ....((((....))))  -3.30
1 0.300025729 0.88409 ................   0.00
2 0.300026244 0.11809 ....((((....))))  -3.30
1 0.300026244 0.88191 ................   0.00
2 0.300026769 0.1203 ....((((....))))  -3.30
1 0.300026769 0.8797 ................   0.00
2 0.300027304 0.12255 ....((((....))))  -3.30
1 0.300027304 0.87745 ................   0.00
2 0.30002785 0.12484 ....((((....))))  -3.30
1 0.30002785 0.87516 ................   0.00
2 0.300028407 0.12717 ....((((....))))  -3.30
1 0.300028407 0.87283 ................   0.00
2 0.300028975 0.12955 ....((((....))))  -3.30
1 0.300028975 0.87045 ................   0.00
2 0.300029555 0.13196 ....((((....))))  -3.30
1 0.300029555 0.86804 ................   0.00
2 0.300030146 0.13441 ....((((....))))  -3.30
1 0.300030146 0.86559 ................   0.00
2 0.300030749 0.1369 ....((((....))))  -3.30
1 0.300030749 0.8631 ................   0.00
2 0.300031364 0.13944 ....((((....))))  -3.30
1 0.300031364 0.86056 ................   0.00
2 0.300031991 0.14202 ....((((....))))  -3.30
1 0.300031991 0.85798 ................   0.00
2 0.300032631 0.14464 ....((((....))))  -3.30
1 0.300032631 0.85536 ................   0.00
2 0.300033284 0.14731 ....((((....))))  -3.30
1 0.300033284 0.85269 ................   0.00
2 0.300033949 0.15002 ....((((....))))  -3.30
1 0.300033949 0.84998 ................   0.00
2 0.300034628 0.15278 ....((((....))))  -3.30
1 0.300034628 0.84722 ................   0.00
2 0.300035321 0.15558 ....((((....))))  -3.30
1 0.300035321 0.84442 ................   0.00
2 0.300036027 0.15843 ....((((....))))  -3.30
1 0.300036027 0.84157 ................   0.00
2 0.300036748 0.16133 ....((((....))))  -3.30
1 0.300036748 0.83867 ................   0.00
2 0.300037483 0.16427 ....((((....))))  -3.30
1 0.300037483 0.83573 ................   0.00
2 0.300038232 0.16727 ....((((....))))  -3.30
1 0.300038232 0.83273 ................   0.00
2 0.300038997 0.17031 ....((((....))))  -3.30
1 0.300038997 0.82969 ................   0.00
2 0.300039777 0.1734 ....((((....))))  -3.30
1 0.300039777 0.8266 ................   0.00
2 0.300040573 0.17654 ....((((....))))  -3.30
1 0.300040573 0.82346 ................   0.00
2 0.300041384 0.17973 ....((((....))))  -3.30
1 0.300041384 0.82027 ................   0.00
2 0.300042212 0.18297 ....((((....))))  -3.30
1 0.300042212 0.81703 ................   0.00
2 0.300043056 0.18627 ....((((....))))  -3.30
1 0.300043056 0.81373 ................   0.00
2 0.300043917 0.18961 ....((((....))))  -3.30
1 0.300043917 0.81039 ................   0.00
2 0.300044795 0.19301 ....((((....))))  -3.30
1 0.300044795 0.80699 ................   0.00
2 0.300045691 0.19646 ....((((....))))  -3.30
1 0.300045691 0.80354 ................   0.00
2 0.300046605 0.19997 ....((((....))))  -3.30
1 0.300046605 0.80003 ................   0.00
2 0.300047537 0.20353 ....((((....))))  -3.30
1 0.300047537 0.79647 ................   0.00
2 0.300048488 0.20714 ....((((....))))  -3.30
1 0.300048488 0.79286 ................   0.00
2 0.300049458 0.21081 ....((((....))))  -3.30
1 0.300049458 0.78919 ................   0.00
2 0.300050447 0.21454 ....((((....))))  -3.30
1 0.300050447 0.78546 ................   0.00
2 0.300051456 0.21832 ....((((....))))  -3.30
1 0.300051456 0.78168 ................   0.00
2 0.300052485 0.22216 ....((((....))))  -3.30
1 0.300052485 0.77784 ................   0.00
2 0.300053535 0.22605 ....((((....))))  -3.30
1 0.300053535 0.77395 ................   0.00
2 0.300054605 0.23001 ....((((....))))  -3.30
1 0.300054605 0.76999 ................   0.00
2 0.300055697 0.23402 ....((((....))))  -3.30
1 0.300055697 0.76598 ................   0.00
2 0.300056811 0.23809 ....((((....))))  -3.30
1 0.300056811 0.76191 ................   0.00
2 0.300057948 0.24222 ....((((....))))  -3.30
1 0.300057948 0.75778 ................   0.00
2 0.300059107 0.24641 ....((((....))))  -3.30
1 0.300059107 0.75359 ................   0.00
2 0.300060289 0.25065 ....((((....))))  -3.30
1 0.300060289 0.74935 ................   0.00
2 0.300061494 0.25496 ....((((....))))  -3.30
1 0.300061494 0.74504 ................   0.00
2 0.300062724 0.25933 ....((((....))))  -3.30
1 0.300062724 0.74067 ................   0.00
2 0.300063979 0.26376 ....((((....))))  -3.30
1 0.300063979 0.73624 ................   0.00
2 0.300065258 0.26825 ....((((....))))  -3.30
1 0.300065258 0.73175 ................   0.00
2 0.300066564 0.2728 ....((((....))))  -3.30
1 0.300066564 0.7272 ................   0.00
2 0.300067895 0.27742 ....((((....))))  -3.30
1 0.300067895 0.72258 ................   0.00
2 0.300069253 0.28209 ....((((....))))  -3.30
1 0.300069253 0.71791 ................   0.00
2 0.300070638 0.28683 ....((((....))))  -3.30
1 0.300070638 0.71317 ................   0.00
2 0.300072051 0.29163 ....((((....))))  -3.30
1 0.300072051 0.70837 ................   0.00
2 0.300073492 0.2965 ....((((....))))  -3.30
1 0.300073492 0.7035 ................   0.00
2 0.300074961 0.30142 ....((((....))))  -3.30
1 0.300074961 0.69858 ................   0.00
2 0.300076461 0.30641 ....((((....))))  -3.30
1 0.300076461 0.69359 ................   0.00
2 0.30007799 0.31146 ....((((....))))  -3.30
1 0.30007799 0.68854 ................   0.00
2 0.30007955 0.31657 ....((((....))))  -3.30
1 0.30007955 0.68343 ................   0.00
2 0.300081141 0.32175 ....((((....))))  -3.30
1 0.300081141 0.67825 ................   0.00
2 0.300082763 0.32699 ....((((....))))  -3.30
1 0.300082763 0.67301 ................   0.00
2 0.300084419 0.33229 ....((((....))))  -3.30
1 0.300084419 0.66771 ................   0.00
2 0.300086107 0.33766 ....((((....))))  -3.30
1 0.300086107 0.66234 ................   0.00
2 0.300087829 0.34309 ....((((....))))  -3.30
1 0.300087829 0.65691 ................   0.00
2 0.300089586 0.34858 ....((((....))))  -3.30
1 0.300089586 0.65142 ................   0.00
2 0.300091377 0.35413 ....((((....))))  -3.30
1 0.300091377 0.64587 ................   0.00
2 0.300093205 0.35974 ....((((....))))  -3.30
1 0.300093205 0.64026 ................   0.00
2 0.300095069 0.36542 ....((((....))))  -3.30
1 0.300095069 0.63458 ................   0.00
2 0.300096971 0.37116 ....((((....))))  -3.30
1 0.300096971 0.62884 ................   0.00
2 0.30009891 0.37696 ....((((....))))  -3.30
1 0.30009891 0.62304 ................   0.00
2 0.30010089 0.38281 ....((((....))))  -3.30
1 0.30010089 0.61719 ................   0.00
2 0.30010291 0.38873 ....((((....))))  -3.30
1 0.30010291 0.61127 ................   0.00
2 0.30010496 0.39471 ....((((....))))  -3.30
1 0.30010496 0.60529 ................   0.00
2 0.30010706 0.40075 ....((((....))))  -3.30
1 0.30010706 0.59925 ................   0.00
2 0.3001092 0.40684 ....((((....))))  -3.30
1 0.3001092 0.59316 ................   0.00
2 0.30011139 0.413 ....((((....))))  -3.30
1 0.30011139 0.587 ................   0.00
2 0.30011362 0.41921 ....((((....))))  -3.30
1 0.30011362 0.58079 ................   0.00
2 0.30011589 0.42547 ....((((....))))  -3.30
1 0.30011589 0.57453 ................   0.00
2 0.30011821 0.43179 ....((((....))))  -3.30
1 0.30011821 0.56821 ................   0.00
2 0.30012057 0.43817 ....((((....))))  -3.30
1 0.30012057 0.56183 ................   0.00
2 0.30012298 0.44459 ....((((....))))  -3.30
1 0.30012298 0.55541 ................   0.00
2 0.30012544 0.45107 ....((((....))))  -3.30
1 0.30012544 0.54893 ................   0.00
2 0.30012795 0.45761 ....((((....))))  -3.30
1 0.30012795 0.54239 ................   0.00
2 0.30013051 0.46419 ....((((....))))  -3.30
1 0.30013051 0.53581 ................   0.00
2 0.30013312 0.47082 ....((((....))))  -3.30
1 0.30013312 0.52918 ................   0.00
2 0.30013578 0.47749 ....((((....))))  -3.30
1 0.30013578 0.52251 ................   0.00
2 0.3001385 0.48422 ....((((....))))  -3.30
1 0.3001385 0.51578 ................   0.00
2 0.30014127 0.49098 ....((((....))))  -3.30
1 0.30014127 0.50902 ................   0.00
2 0.30014409 0.49779 ....((((....))))  -3.30
1 0.30014409 0.50221 ................   0.00
2 0.30014697 0.50465 ....((((....))))  -3.30
1 0.30014697 0.49535 ................   0.00
2 0.30014991 0.51154 ....((((....))))  -3.30
1 0.30014991 0.48846 ................   0.00
2 0.30015291 0.51847 ....((((....))))  -3.30
1 0.30015291 0.48153 ................   0.00
2 0.30015597 0.52544 ....((((....))))  -3.30
1 0.30015597 0.47456 ................   0.00
2 0.30015909 0.53244 ....((((....))))  -3.30
1 0.30015909 0.46756 ................   0.00
2 0.30016227 0.53947 ....((((....))))  -3.30
1 0.30016227 0.46053 ................   0.00
2 0.30016552 0.54653 ....((((....))))  -3.30
1 0.30016552 0.45347 ................   0.00
2 0.30016883 0.55363 ....((((....))))  -3.30
1 0.30016883 0.44637 ................   0.00
2 0.3001722 0.56075 ....((((....))))  -3.30
1 0.3001722 0.43925 ................   0.00
2 0.30017565 0.56789 ....((((....))))  -3.30
1 0.30017565 0.43211 ................   0.00
2 0.30017916 0.57505 ....((((....))))  -3.30
1 0.30017916 0.42495 ................   0.00
2 0.30018274 0.58224 ....((((....))))  -3.30
1 0.30018274 0.41776 ................   0.00
2 0.3001864 0.58944 ....((((....))))  -3.30
1 0.3001864 0.41056 ................   0.00
2 0.30019013 0.59666 ....((((....))))  -3.30
1 0.30019013 0.40334 ................   0.00
2 0.30019393 0.60389 ....((((....))))  -3.30
1 0.30019393 0.39611 ................   0.00
2 0.30019781 0.61112 ....((((....))))  -3.30
1 0.30019781 0.38888 ................   0.00
2 0.30020177 0.61837 ....((((....))))  -3.30
1 0.30020177 0.38163 ................   0.00
2 0.3002058 0.62562 ....((((....))))  -3.30
1 0.3002058 0.37438 ................   0.00
2 0.30020992 0.63287 ....((((....))))  -3.30
1 0.30020992 0.36713 ................   0.00
2 0.30021411 0.64012 ....((((....))))  -3.30
1 0.30021411 0.35988 ................   0.00
2 0.3002184 0.64736 ....((((....))))  -3.30
1 0.3002184 0.35264 ................   0.00
2 0.30022276 0.6546 ....((((....))))  -3.30
1 0.30022276 0.3454 ................   0.00
2 0.30022722 0.66183 ....((((....))))  -3.30
1 0.30022722 0.33817 ................   0.00
2 0.30023176 0.66904 ....((((....))))  -3.30
1 0.30023176 0.33096 ................   0.00
2 0.3002364 0.67624 ....((((....))))  -3.30
1 0.3002364 0.32376 ................   0.00
2 0.30024113 0.68342 ....((((....))))  -3.30
1 0.30024113 0.31658 ................   0.00
2 0.30024595 0.69057 ....((((....))))  -3.30
1 0.30024595 0.30943 ................   0.00
2 0.30025087 0.6977 ....((((....))))  -3.30
1 0.30025087 0.3023 ................   0.00
2 0.30025589 0.7048 ....((((....))))  -3.30
1 0.30025589 0.2952 ................   0.00
2 0.300261 0.71187 ....((((....))))  -3.30
1 0.300261 0.28813 ................   0.00
2 0.30026622 0.7189 ....((((....))))  -3.30
1 0.30026622 0.2811 ................   0.00
2 0.30027155 0.72589 ....((((....))))  -3.30
1 0.30027155 0.27411 ................   0.00
2 0.30027698 0.73284 ....((((....))))  -3.30
1 0.30027698 0.26716 ................   0.00
2 0.30028252 0.73974 ....((((....))))  -3.30
1 0.30028252 0.26026 ................   0.00
2 0.30028817 0.7466 ....((((....))))  -3.30
1 0.30028817 0.2534 ................   0.00
2 0.30029393 0.7534 ....((((....))))  -3.30
1 0.30029393 0.2466 ................   0.00
2 0.30029981 0.76015 ....((((....))))  -3.30
1 0.30029981 0.23985 ................   0.00
2 0.30030581 0.76684 ....((((....))))  -3.30
1 0.30030581 0.23316 ................   0.00
2 0.30031192 0.77346 ....((((....))))  -3.30
1 0.30031192 0.22654 ................   0.00
2 0.30031816 0.78003 ....((((....))))  -3.30
1 0.30031816 0.21997 ................   0.00
